Time,Oxygen Level,Pulse Rate,Motion
02:31:57 AM Jun 08 2023,98,54,0
02:32:01 AM Jun 08 2023,97,54,0
02:32:05 AM Jun 08 2023,98,53,0
02:32:09 AM Jun 08 2023,97,54,0
02:32:13 AM Jun 08 2023,97,55,0
02:32:17 AM Jun 08 2023,98,53,0
02:32:21 AM Jun 08 2023,98,52,0
02:32:25 AM Jun 08 2023,98,52,0
02:32:29 AM Jun 08 2023,97,53,0
02:32:33 AM Jun 08 2023,97,54,0
02:32:37 AM Jun 08 2023,97,55,0
02:32:41 AM Jun 08 2023,97,55,0
02:32:45 AM Jun 08 2023,97,56,0
02:32:49 AM Jun 08 2023,97,55,0
02:32:53 AM Jun 08 2023,97,55,0
02:32:57 AM Jun 08 2023,97,55,0
02:33:01 AM Jun 08 2023,97,55,2
02:33:05 AM Jun 08 2023,97,55,0
02:33:09 AM Jun 08 2023,97,54,0
02:33:13 AM Jun 08 2023,98,51,0
02:33:17 AM Jun 08 2023,98,49,0
02:33:21 AM Jun 08 2023,98,50,0
02:33:25 AM Jun 08 2023,98,50,0
02:33:29 AM Jun 08 2023,97,50,0
02:33:33 AM Jun 08 2023,97,51,0
02:33:37 AM Jun 08 2023,98,57,0
02:33:41 AM Jun 08 2023,98,53,0
02:33:45 AM Jun 08 2023,98,52,0
02:33:49 AM Jun 08 2023,98,48,0
02:33:53 AM Jun 08 2023,98,49,0
02:33:57 AM Jun 08 2023,98,51,0
02:34:01 AM Jun 08 2023,97,50,0
02:34:05 AM Jun 08 2023,97,50,0
02:34:09 AM Jun 08 2023,98,50,0
02:34:13 AM Jun 08 2023,98,47,0
02:34:17 AM Jun 08 2023,98,47,0
02:34:21 AM Jun 08 2023,97,49,0
02:34:25 AM Jun 08 2023,97,51,0
02:34:29 AM Jun 08 2023,97,54,0
02:34:33 AM Jun 08 2023,98,51,0
02:34:37 AM Jun 08 2023,98,49,0
02:34:41 AM Jun 08 2023,98,56,1
02:34:45 AM Jun 08 2023,98,56,0
02:34:49 AM Jun 08 2023,97,54,0
02:34:53 AM Jun 08 2023,98,49,0
02:34:57 AM Jun 08 2023,98,49,0
02:35:01 AM Jun 08 2023,97,52,0
02:35:05 AM Jun 08 2023,97,51,0
02:35:09 AM Jun 08 2023,98,54,0
02:35:13 AM Jun 08 2023,98,53,0
02:35:17 AM Jun 08 2023,98,53,0
02:35:21 AM Jun 08 2023,98,56,0
02:35:25 AM Jun 08 2023,98,53,0
02:35:29 AM Jun 08 2023,98,53,0
02:35:33 AM Jun 08 2023,98,52,0
02:35:37 AM Jun 08 2023,98,53,0
02:35:41 AM Jun 08 2023,98,49,0
02:35:45 AM Jun 08 2023,98,52,0
02:35:49 AM Jun 08 2023,98,53,0
02:35:53 AM Jun 08 2023,98,51,0
02:35:57 AM Jun 08 2023,98,47,0
02:36:01 AM Jun 08 2023,98,49,0
02:36:05 AM Jun 08 2023,97,52,0
02:36:09 AM Jun 08 2023,97,48,0
02:36:13 AM Jun 08 2023,97,48,0
02:36:17 AM Jun 08 2023,97,47,0
02:36:21 AM Jun 08 2023,98,51,0
02:36:25 AM Jun 08 2023,98,50,0
02:36:29 AM Jun 08 2023,98,48,0
02:36:33 AM Jun 08 2023,98,50,0
02:36:37 AM Jun 08 2023,98,53,0
02:36:41 AM Jun 08 2023,98,56,0
02:36:45 AM Jun 08 2023,98,56,2
02:36:49 AM Jun 08 2023,98,56,5
02:36:53 AM Jun 08 2023,98,56,23
02:36:57 AM Jun 08 2023,98,56,1
02:37:01 AM Jun 08 2023,98,56,0
02:37:05 AM Jun 08 2023,99,65,0
02:37:09 AM Jun 08 2023,98,76,0
02:37:13 AM Jun 08 2023,98,64,0
02:37:17 AM Jun 08 2023,97,57,0
02:37:21 AM Jun 08 2023,96,53,0
02:37:25 AM Jun 08 2023,96,49,0
02:37:29 AM Jun 08 2023,95,46,0
02:37:33 AM Jun 08 2023,96,45,0
02:37:37 AM Jun 08 2023,96,45,0
02:37:41 AM Jun 08 2023,96,43,0
02:37:45 AM Jun 08 2023,96,47,0
02:37:49 AM Jun 08 2023,97,47,0
02:37:53 AM Jun 08 2023,97,44,0
02:37:57 AM Jun 08 2023,97,45,1
02:38:01 AM Jun 08 2023,97,46,19
02:38:05 AM Jun 08 2023,97,46,29
02:38:09 AM Jun 08 2023,97,46,1
02:38:13 AM Jun 08 2023,97,46,0
02:38:17 AM Jun 08 2023,96,52,0
02:38:21 AM Jun 08 2023,96,52,28
02:38:25 AM Jun 08 2023,96,52,77
02:38:29 AM Jun 08 2023,96,52,30
02:38:33 AM Jun 08 2023,96,52,17
02:38:37 AM Jun 08 2023,96,52,38
02:38:41 AM Jun 08 2023,96,52,9
02:38:45 AM Jun 08 2023,96,52,11
02:38:49 AM Jun 08 2023,96,52,0
02:38:53 AM Jun 08 2023,96,52,0
02:38:57 AM Jun 08 2023,97,53,0
02:39:01 AM Jun 08 2023,97,53,0
02:39:05 AM Jun 08 2023,97,54,0
02:39:09 AM Jun 08 2023,97,53,0
02:39:13 AM Jun 08 2023,97,53,0
02:39:17 AM Jun 08 2023,97,51,0
02:39:21 AM Jun 08 2023,97,52,0
02:39:25 AM Jun 08 2023,97,52,0
02:39:29 AM Jun 08 2023,97,51,0
02:39:33 AM Jun 08 2023,97,46,0
02:39:37 AM Jun 08 2023,97,48,0
02:39:41 AM Jun 08 2023,97,51,0
02:39:45 AM Jun 08 2023,97,52,0
02:39:49 AM Jun 08 2023,97,55,0
02:39:53 AM Jun 08 2023,97,58,0
02:39:57 AM Jun 08 2023,97,59,0
02:40:01 AM Jun 08 2023,97,58,0
02:40:05 AM Jun 08 2023,97,58,0
02:40:09 AM Jun 08 2023,97,58,0
02:40:13 AM Jun 08 2023,97,59,0
02:40:17 AM Jun 08 2023,97,55,0
02:40:21 AM Jun 08 2023,97,53,0
02:40:25 AM Jun 08 2023,97,54,0
02:40:29 AM Jun 08 2023,97,56,0
02:40:33 AM Jun 08 2023,97,56,0
02:40:37 AM Jun 08 2023,97,57,0
02:40:41 AM Jun 08 2023,97,57,0
02:40:45 AM Jun 08 2023,97,58,0
02:40:49 AM Jun 08 2023,97,59,0
02:40:53 AM Jun 08 2023,97,60,0
02:40:57 AM Jun 08 2023,97,61,0
02:41:01 AM Jun 08 2023,97,56,0
02:41:05 AM Jun 08 2023,97,54,0
02:41:09 AM Jun 08 2023,97,55,0
02:41:13 AM Jun 08 2023,97,57,0
02:41:17 AM Jun 08 2023,97,56,0
02:41:21 AM Jun 08 2023,97,56,0
02:41:25 AM Jun 08 2023,97,57,0
02:41:29 AM Jun 08 2023,97,57,0
02:41:33 AM Jun 08 2023,97,57,0
02:41:37 AM Jun 08 2023,97,57,0
02:41:41 AM Jun 08 2023,97,56,0
02:41:45 AM Jun 08 2023,97,58,0
02:41:49 AM Jun 08 2023,97,59,0
02:41:53 AM Jun 08 2023,97,56,0
02:41:57 AM Jun 08 2023,97,55,0
02:42:01 AM Jun 08 2023,97,53,0
02:42:05 AM Jun 08 2023,97,54,0
02:42:09 AM Jun 08 2023,97,50,0
02:42:13 AM Jun 08 2023,98,49,0
02:42:17 AM Jun 08 2023,98,50,0
02:42:21 AM Jun 08 2023,97,56,0
02:42:25 AM Jun 08 2023,97,59,0
02:42:29 AM Jun 08 2023,97,60,0
02:42:33 AM Jun 08 2023,97,61,0
02:42:37 AM Jun 08 2023,97,62,0
02:42:41 AM Jun 08 2023,97,61,0
02:42:45 AM Jun 08 2023,97,61,0
02:42:49 AM Jun 08 2023,97,61,0
02:42:53 AM Jun 08 2023,97,61,0
02:42:57 AM Jun 08 2023,97,62,0
02:43:01 AM Jun 08 2023,97,62,0
02:43:05 AM Jun 08 2023,97,62,0
02:43:09 AM Jun 08 2023,97,61,0
02:43:13 AM Jun 08 2023,97,60,0
02:43:17 AM Jun 08 2023,97,60,0
02:43:21 AM Jun 08 2023,97,60,0
02:43:25 AM Jun 08 2023,97,60,0
02:43:29 AM Jun 08 2023,97,59,0
02:43:33 AM Jun 08 2023,97,59,0
02:43:37 AM Jun 08 2023,97,60,0
02:43:41 AM Jun 08 2023,97,60,0
02:43:45 AM Jun 08 2023,97,57,0
02:43:49 AM Jun 08 2023,97,57,0
02:43:53 AM Jun 08 2023,97,60,0
02:43:57 AM Jun 08 2023,97,60,0
02:44:01 AM Jun 08 2023,97,60,0
02:44:05 AM Jun 08 2023,97,61,0
02:44:09 AM Jun 08 2023,97,62,0
02:44:13 AM Jun 08 2023,97,61,0
02:44:17 AM Jun 08 2023,97,60,0
02:44:21 AM Jun 08 2023,97,61,0
02:44:25 AM Jun 08 2023,97,60,0
02:44:29 AM Jun 08 2023,97,58,0
02:44:33 AM Jun 08 2023,97,57,0
02:44:37 AM Jun 08 2023,97,58,0
02:44:41 AM Jun 08 2023,97,58,0
02:44:45 AM Jun 08 2023,97,58,0
02:44:49 AM Jun 08 2023,97,59,0
02:44:53 AM Jun 08 2023,97,60,0
02:44:57 AM Jun 08 2023,97,60,0
02:45:01 AM Jun 08 2023,97,60,0
02:45:05 AM Jun 08 2023,97,58,0
02:45:09 AM Jun 08 2023,97,55,0
02:45:13 AM Jun 08 2023,98,54,0
02:45:17 AM Jun 08 2023,98,55,0
02:45:21 AM Jun 08 2023,98,58,0
02:45:25 AM Jun 08 2023,97,60,0
02:45:29 AM Jun 08 2023,97,62,0
02:45:33 AM Jun 08 2023,97,61,0
02:45:37 AM Jun 08 2023,97,61,0
02:45:41 AM Jun 08 2023,97,60,0
02:45:45 AM Jun 08 2023,97,59,0
02:45:49 AM Jun 08 2023,97,58,0
02:45:53 AM Jun 08 2023,97,60,0
02:45:57 AM Jun 08 2023,97,59,0
02:46:01 AM Jun 08 2023,98,55,0
02:46:05 AM Jun 08 2023,98,52,0
02:46:09 AM Jun 08 2023,98,48,0
02:46:13 AM Jun 08 2023,98,50,0
02:46:17 AM Jun 08 2023,97,52,0
02:46:21 AM Jun 08 2023,97,58,0
02:46:25 AM Jun 08 2023,97,60,0
02:46:29 AM Jun 08 2023,97,61,0
02:46:33 AM Jun 08 2023,97,61,0
02:46:37 AM Jun 08 2023,97,62,0
02:46:41 AM Jun 08 2023,97,62,0
02:46:45 AM Jun 08 2023,97,62,0
02:46:49 AM Jun 08 2023,97,60,0
02:46:53 AM Jun 08 2023,97,58,0
02:46:57 AM Jun 08 2023,97,59,0
02:47:01 AM Jun 08 2023,97,60,0
02:47:05 AM Jun 08 2023,97,53,0
02:47:09 AM Jun 08 2023,98,53,0
02:47:13 AM Jun 08 2023,98,54,0
02:47:17 AM Jun 08 2023,98,56,0
02:47:21 AM Jun 08 2023,98,57,0
02:47:25 AM Jun 08 2023,97,58,0
02:47:29 AM Jun 08 2023,97,59,0
02:47:33 AM Jun 08 2023,97,60,0
02:47:37 AM Jun 08 2023,97,61,0
02:47:41 AM Jun 08 2023,97,61,0
02:47:45 AM Jun 08 2023,97,62,0
02:47:49 AM Jun 08 2023,97,62,0
02:47:53 AM Jun 08 2023,97,61,0
02:47:57 AM Jun 08 2023,97,60,0
02:48:01 AM Jun 08 2023,97,60,0
02:48:05 AM Jun 08 2023,97,60,0
02:48:09 AM Jun 08 2023,97,61,0
02:48:13 AM Jun 08 2023,97,61,0
02:48:17 AM Jun 08 2023,97,60,0
02:48:21 AM Jun 08 2023,97,60,0
02:48:25 AM Jun 08 2023,97,60,0
02:48:29 AM Jun 08 2023,97,61,0
02:48:33 AM Jun 08 2023,97,61,0
02:48:37 AM Jun 08 2023,97,60,0
02:48:41 AM Jun 08 2023,97,59,0
02:48:45 AM Jun 08 2023,97,60,0
02:48:49 AM Jun 08 2023,98,60,0
02:48:53 AM Jun 08 2023,98,60,0
02:48:57 AM Jun 08 2023,98,59,0
02:49:01 AM Jun 08 2023,98,59,0
02:49:05 AM Jun 08 2023,98,60,0
02:49:09 AM Jun 08 2023,97,59,0
02:49:13 AM Jun 08 2023,97,57,0
02:49:17 AM Jun 08 2023,97,56,0
02:49:21 AM Jun 08 2023,98,56,0
02:49:25 AM Jun 08 2023,98,58,0
02:49:29 AM Jun 08 2023,97,59,0
02:49:33 AM Jun 08 2023,97,59,0
02:49:37 AM Jun 08 2023,97,59,0
02:49:41 AM Jun 08 2023,97,59,0
02:49:45 AM Jun 08 2023,98,59,0
02:49:49 AM Jun 08 2023,98,60,0
02:49:53 AM Jun 08 2023,98,60,0
02:49:57 AM Jun 08 2023,97,61,0
02:50:01 AM Jun 08 2023,97,61,0
02:50:05 AM Jun 08 2023,97,61,0
02:50:09 AM Jun 08 2023,98,60,0
02:50:13 AM Jun 08 2023,98,59,0
02:50:17 AM Jun 08 2023,98,59,0
02:50:21 AM Jun 08 2023,98,59,0
02:50:25 AM Jun 08 2023,98,57,0
02:50:29 AM Jun 08 2023,98,56,0
02:50:33 AM Jun 08 2023,98,55,0
02:50:37 AM Jun 08 2023,98,58,0
02:50:41 AM Jun 08 2023,97,58,0
02:50:45 AM Jun 08 2023,97,59,0
02:50:49 AM Jun 08 2023,97,59,0
02:50:53 AM Jun 08 2023,98,60,0
02:50:57 AM Jun 08 2023,98,60,0
02:51:01 AM Jun 08 2023,98,60,0
02:51:05 AM Jun 08 2023,98,59,0
02:51:09 AM Jun 08 2023,98,56,0
02:51:13 AM Jun 08 2023,98,55,0
02:51:17 AM Jun 08 2023,98,54,0
02:51:21 AM Jun 08 2023,98,55,0
02:51:25 AM Jun 08 2023,98,53,0
02:51:29 AM Jun 08 2023,98,51,0
02:51:33 AM Jun 08 2023,98,51,0
02:51:37 AM Jun 08 2023,98,55,0
02:51:41 AM Jun 08 2023,97,57,0
02:51:45 AM Jun 08 2023,97,58,0
02:51:49 AM Jun 08 2023,97,60,0
02:51:53 AM Jun 08 2023,97,61,0
02:51:57 AM Jun 08 2023,97,60,0
02:52:01 AM Jun 08 2023,97,62,0
02:52:05 AM Jun 08 2023,97,61,0
02:52:09 AM Jun 08 2023,98,58,0
02:52:13 AM Jun 08 2023,98,56,0
02:52:17 AM Jun 08 2023,98,59,0
02:52:21 AM Jun 08 2023,98,60,0
02:52:25 AM Jun 08 2023,98,61,0
02:52:29 AM Jun 08 2023,98,61,0
02:52:33 AM Jun 08 2023,98,59,0
02:52:37 AM Jun 08 2023,98,57,0
02:52:41 AM Jun 08 2023,98,56,0
02:52:45 AM Jun 08 2023,98,53,0
02:52:49 AM Jun 08 2023,98,53,0
02:52:53 AM Jun 08 2023,98,54,0
02:52:57 AM Jun 08 2023,98,54,0
02:53:01 AM Jun 08 2023,97,54,0
02:53:05 AM Jun 08 2023,97,56,0
02:53:09 AM Jun 08 2023,97,58,0
02:53:13 AM Jun 08 2023,97,59,0
02:53:17 AM Jun 08 2023,97,60,0
02:53:21 AM Jun 08 2023,97,60,0
02:53:25 AM Jun 08 2023,97,60,0
02:53:29 AM Jun 08 2023,98,59,0
02:53:33 AM Jun 08 2023,98,57,0
02:53:37 AM Jun 08 2023,98,54,0
02:53:41 AM Jun 08 2023,98,53,0
02:53:45 AM Jun 08 2023,98,53,0
02:53:49 AM Jun 08 2023,97,54,0
02:53:53 AM Jun 08 2023,97,56,0
02:53:57 AM Jun 08 2023,97,57,0
02:54:01 AM Jun 08 2023,97,59,0
02:54:05 AM Jun 08 2023,97,60,0
02:54:09 AM Jun 08 2023,97,61,0
02:54:13 AM Jun 08 2023,97,62,0
02:54:17 AM Jun 08 2023,97,60,0
02:54:21 AM Jun 08 2023,97,57,0
02:54:25 AM Jun 08 2023,97,56,0
02:54:29 AM Jun 08 2023,97,58,0
02:54:33 AM Jun 08 2023,98,58,0
02:54:37 AM Jun 08 2023,98,59,0
02:54:41 AM Jun 08 2023,98,60,0
02:54:45 AM Jun 08 2023,98,60,0
02:54:49 AM Jun 08 2023,97,60,0
02:54:53 AM Jun 08 2023,97,61,0
02:54:57 AM Jun 08 2023,98,63,0
02:55:01 AM Jun 08 2023,98,66,0
02:55:05 AM Jun 08 2023,97,61,0
02:55:09 AM Jun 08 2023,97,60,0
02:55:13 AM Jun 08 2023,98,59,0
02:55:17 AM Jun 08 2023,98,59,0
02:55:21 AM Jun 08 2023,98,60,0
02:55:25 AM Jun 08 2023,98,59,0
02:55:29 AM Jun 08 2023,98,56,0
02:55:33 AM Jun 08 2023,98,55,0
02:55:37 AM Jun 08 2023,98,55,0
02:55:41 AM Jun 08 2023,98,56,0
02:55:45 AM Jun 08 2023,98,55,0
02:55:49 AM Jun 08 2023,98,55,0
02:55:53 AM Jun 08 2023,98,57,0
02:55:57 AM Jun 08 2023,98,58,0
02:56:01 AM Jun 08 2023,97,60,0
02:56:05 AM Jun 08 2023,97,61,0
02:56:09 AM Jun 08 2023,97,61,0
02:56:13 AM Jun 08 2023,97,61,0
02:56:17 AM Jun 08 2023,97,60,0
02:56:21 AM Jun 08 2023,98,55,0
02:56:25 AM Jun 08 2023,98,54,0
02:56:29 AM Jun 08 2023,98,55,0
02:56:33 AM Jun 08 2023,98,58,0
02:56:37 AM Jun 08 2023,98,59,0
02:56:41 AM Jun 08 2023,98,59,0
02:56:45 AM Jun 08 2023,98,59,0
02:56:49 AM Jun 08 2023,98,58,0
02:56:53 AM Jun 08 2023,98,58,0
02:56:57 AM Jun 08 2023,98,54,0
02:57:01 AM Jun 08 2023,98,55,0
02:57:05 AM Jun 08 2023,98,54,0
02:57:09 AM Jun 08 2023,98,56,0
02:57:13 AM Jun 08 2023,97,57,0
02:57:17 AM Jun 08 2023,97,58,0
02:57:21 AM Jun 08 2023,97,59,0
02:57:25 AM Jun 08 2023,97,60,0
02:57:29 AM Jun 08 2023,98,62,0
02:57:33 AM Jun 08 2023,98,63,0
02:57:37 AM Jun 08 2023,98,64,8
02:57:41 AM Jun 08 2023,98,64,11
02:57:45 AM Jun 08 2023,98,64,0
02:57:49 AM Jun 08 2023,99,64,0
02:57:53 AM Jun 08 2023,98,59,0
02:57:57 AM Jun 08 2023,98,60,0
02:58:01 AM Jun 08 2023,97,59,0
02:58:05 AM Jun 08 2023,97,57,0
02:58:09 AM Jun 08 2023,97,57,0
02:58:13 AM Jun 08 2023,97,56,0
02:58:17 AM Jun 08 2023,97,57,0
02:58:21 AM Jun 08 2023,96,56,0
02:58:25 AM Jun 08 2023,97,56,0
02:58:29 AM Jun 08 2023,97,56,0
02:58:33 AM Jun 08 2023,97,57,0
02:58:37 AM Jun 08 2023,97,56,0
02:58:41 AM Jun 08 2023,97,56,0
02:58:45 AM Jun 08 2023,97,57,0
02:58:49 AM Jun 08 2023,97,57,0
02:58:53 AM Jun 08 2023,97,58,0
02:58:57 AM Jun 08 2023,97,59,0
02:59:01 AM Jun 08 2023,97,59,0
02:59:05 AM Jun 08 2023,97,59,0
02:59:09 AM Jun 08 2023,97,58,0
02:59:13 AM Jun 08 2023,97,58,0
02:59:17 AM Jun 08 2023,97,58,0
02:59:21 AM Jun 08 2023,97,58,0
02:59:25 AM Jun 08 2023,97,58,0
02:59:29 AM Jun 08 2023,97,58,0
02:59:33 AM Jun 08 2023,97,58,0
02:59:37 AM Jun 08 2023,97,57,0
02:59:41 AM Jun 08 2023,97,57,0
02:59:45 AM Jun 08 2023,97,56,0
02:59:49 AM Jun 08 2023,97,57,0
02:59:53 AM Jun 08 2023,97,59,0
02:59:57 AM Jun 08 2023,97,59,0
03:00:01 AM Jun 08 2023,97,58,0
03:00:05 AM Jun 08 2023,97,58,0
03:00:09 AM Jun 08 2023,97,59,0
03:00:13 AM Jun 08 2023,97,61,0
03:00:17 AM Jun 08 2023,98,62,0
03:00:21 AM Jun 08 2023,97,58,0
03:00:25 AM Jun 08 2023,97,57,0
03:00:29 AM Jun 08 2023,97,58,0
03:00:33 AM Jun 08 2023,97,59,0
03:00:37 AM Jun 08 2023,97,59,0
03:00:41 AM Jun 08 2023,97,59,0
03:00:45 AM Jun 08 2023,97,60,0
03:00:49 AM Jun 08 2023,97,60,0
03:00:53 AM Jun 08 2023,97,59,0
03:00:57 AM Jun 08 2023,97,59,0
03:01:01 AM Jun 08 2023,97,59,0
03:01:05 AM Jun 08 2023,97,58,0
03:01:09 AM Jun 08 2023,97,57,0
03:01:13 AM Jun 08 2023,97,59,0
03:01:17 AM Jun 08 2023,97,59,1
03:01:21 AM Jun 08 2023,97,59,20
03:01:25 AM Jun 08 2023,97,59,1
03:01:29 AM Jun 08 2023,97,59,0
03:01:33 AM Jun 08 2023,97,59,0
03:01:37 AM Jun 08 2023,98,58,0
03:01:41 AM Jun 08 2023,98,58,0
03:01:45 AM Jun 08 2023,97,56,0
03:01:49 AM Jun 08 2023,97,55,0
03:01:53 AM Jun 08 2023,97,56,0
03:01:57 AM Jun 08 2023,97,57,0
03:02:01 AM Jun 08 2023,97,57,0
03:02:05 AM Jun 08 2023,97,58,0
03:02:09 AM Jun 08 2023,97,58,0
03:02:13 AM Jun 08 2023,97,58,0
03:02:17 AM Jun 08 2023,97,58,0
03:02:21 AM Jun 08 2023,97,59,0
03:02:25 AM Jun 08 2023,97,61,0
03:02:29 AM Jun 08 2023,97,61,17
03:02:33 AM Jun 08 2023,97,61,4
03:02:37 AM Jun 08 2023,97,61,0
03:02:41 AM Jun 08 2023,98,60,0
03:02:45 AM Jun 08 2023,98,61,0
03:02:49 AM Jun 08 2023,98,59,0
03:02:53 AM Jun 08 2023,98,58,0
03:02:57 AM Jun 08 2023,98,57,0
03:03:01 AM Jun 08 2023,97,56,0
03:03:05 AM Jun 08 2023,97,56,0
03:03:09 AM Jun 08 2023,97,57,0
03:03:13 AM Jun 08 2023,97,57,0
03:03:17 AM Jun 08 2023,97,56,0
03:03:21 AM Jun 08 2023,97,56,0
03:03:25 AM Jun 08 2023,97,56,0
03:03:29 AM Jun 08 2023,97,57,0
03:03:33 AM Jun 08 2023,97,57,0
03:03:37 AM Jun 08 2023,97,58,0
03:03:41 AM Jun 08 2023,97,59,0
03:03:45 AM Jun 08 2023,97,59,0
03:03:49 AM Jun 08 2023,97,59,0
03:03:53 AM Jun 08 2023,97,58,0
03:03:57 AM Jun 08 2023,97,57,0
03:04:01 AM Jun 08 2023,97,58,0
03:04:05 AM Jun 08 2023,97,57,0
03:04:09 AM Jun 08 2023,97,58,0
03:04:13 AM Jun 08 2023,97,58,0
03:04:17 AM Jun 08 2023,97,58,0
03:04:21 AM Jun 08 2023,97,58,0
03:04:25 AM Jun 08 2023,97,57,0
03:04:29 AM Jun 08 2023,97,57,0
03:04:33 AM Jun 08 2023,97,58,0
03:04:37 AM Jun 08 2023,97,59,0
03:04:41 AM Jun 08 2023,97,58,0
03:04:45 AM Jun 08 2023,97,57,0
03:04:49 AM Jun 08 2023,97,58,0
03:04:53 AM Jun 08 2023,97,58,0
03:04:57 AM Jun 08 2023,97,58,0
03:05:01 AM Jun 08 2023,97,58,0
03:05:05 AM Jun 08 2023,97,58,0
03:05:09 AM Jun 08 2023,97,58,0
03:05:13 AM Jun 08 2023,97,58,0
03:05:17 AM Jun 08 2023,97,58,0
03:05:21 AM Jun 08 2023,97,58,0
03:05:25 AM Jun 08 2023,97,59,0
03:05:29 AM Jun 08 2023,97,59,0
03:05:33 AM Jun 08 2023,97,60,0
03:05:37 AM Jun 08 2023,97,59,0
03:05:41 AM Jun 08 2023,97,58,0
03:05:45 AM Jun 08 2023,97,57,0
03:05:49 AM Jun 08 2023,97,57,0
03:05:53 AM Jun 08 2023,97,58,0
03:05:57 AM Jun 08 2023,97,58,0
03:06:01 AM Jun 08 2023,97,58,0
03:06:05 AM Jun 08 2023,97,58,0
03:06:09 AM Jun 08 2023,97,58,0
03:06:13 AM Jun 08 2023,97,58,0
03:06:17 AM Jun 08 2023,97,59,0
03:06:21 AM Jun 08 2023,97,60,0
03:06:25 AM Jun 08 2023,97,59,0
03:06:29 AM Jun 08 2023,97,59,0
03:06:33 AM Jun 08 2023,97,59,0
03:06:37 AM Jun 08 2023,97,58,0
03:06:41 AM Jun 08 2023,97,58,0
03:06:45 AM Jun 08 2023,97,58,0
03:06:49 AM Jun 08 2023,97,59,0
03:06:53 AM Jun 08 2023,97,59,0
03:06:57 AM Jun 08 2023,97,59,0
03:07:01 AM Jun 08 2023,97,58,0
03:07:05 AM Jun 08 2023,97,60,0
03:07:09 AM Jun 08 2023,97,60,0
03:07:13 AM Jun 08 2023,97,60,0
03:07:17 AM Jun 08 2023,97,59,0
03:07:21 AM Jun 08 2023,97,58,0
03:07:25 AM Jun 08 2023,97,58,0
03:07:29 AM Jun 08 2023,97,58,0
03:07:33 AM Jun 08 2023,97,59,0
03:07:37 AM Jun 08 2023,97,60,0
03:07:41 AM Jun 08 2023,97,59,4
03:07:45 AM Jun 08 2023,97,59,9
03:07:49 AM Jun 08 2023,97,59,7
03:07:53 AM Jun 08 2023,97,59,21
03:07:57 AM Jun 08 2023,97,59,1
03:08:01 AM Jun 08 2023,99,59,0
03:08:05 AM Jun 08 2023,99,74,0
03:08:09 AM Jun 08 2023,99,74,0
03:08:13 AM Jun 08 2023,98,65,0
03:08:17 AM Jun 08 2023,97,54,0
03:08:21 AM Jun 08 2023,96,55,0
03:08:25 AM Jun 08 2023,94,52,0
03:08:29 AM Jun 08 2023,94,50,0
03:08:33 AM Jun 08 2023,94,49,0
03:08:37 AM Jun 08 2023,96,48,0
03:08:41 AM Jun 08 2023,97,46,0
03:08:45 AM Jun 08 2023,97,47,0
03:08:49 AM Jun 08 2023,97,46,0
03:08:53 AM Jun 08 2023,97,47,0
03:08:57 AM Jun 08 2023,97,45,0
03:09:01 AM Jun 08 2023,97,46,0
03:09:05 AM Jun 08 2023,97,49,0
03:09:09 AM Jun 08 2023,97,49,0
03:09:13 AM Jun 08 2023,97,52,0
03:09:17 AM Jun 08 2023,97,55,0
03:09:21 AM Jun 08 2023,97,56,0
03:09:25 AM Jun 08 2023,97,55,0
03:09:29 AM Jun 08 2023,97,56,0
03:09:33 AM Jun 08 2023,97,57,0
03:09:37 AM Jun 08 2023,97,57,0
03:09:41 AM Jun 08 2023,97,56,0
03:09:45 AM Jun 08 2023,97,56,0
03:09:49 AM Jun 08 2023,97,54,0
03:09:53 AM Jun 08 2023,97,54,0
03:09:57 AM Jun 08 2023,97,54,0
03:10:01 AM Jun 08 2023,97,55,0
03:10:05 AM Jun 08 2023,97,55,0
03:10:09 AM Jun 08 2023,97,55,0
03:10:13 AM Jun 08 2023,97,55,0
03:10:17 AM Jun 08 2023,97,57,0
03:10:21 AM Jun 08 2023,97,58,0
03:10:25 AM Jun 08 2023,97,58,0
03:10:29 AM Jun 08 2023,97,56,0
03:10:33 AM Jun 08 2023,97,54,0
03:10:37 AM Jun 08 2023,97,54,0
03:10:41 AM Jun 08 2023,97,54,0
03:10:45 AM Jun 08 2023,97,55,0
03:10:49 AM Jun 08 2023,97,55,0
03:10:53 AM Jun 08 2023,97,55,0
03:10:57 AM Jun 08 2023,97,54,0
03:11:01 AM Jun 08 2023,97,53,0
03:11:05 AM Jun 08 2023,97,54,0
03:11:09 AM Jun 08 2023,97,55,0
03:11:13 AM Jun 08 2023,97,55,0
03:11:17 AM Jun 08 2023,97,56,0
03:11:21 AM Jun 08 2023,97,56,0
03:11:25 AM Jun 08 2023,97,57,0
03:11:29 AM Jun 08 2023,97,57,0
03:11:33 AM Jun 08 2023,97,57,0
03:11:37 AM Jun 08 2023,97,57,0
03:11:41 AM Jun 08 2023,97,57,0
03:11:45 AM Jun 08 2023,97,57,0
03:11:49 AM Jun 08 2023,97,56,0
03:11:53 AM Jun 08 2023,97,55,0
03:11:57 AM Jun 08 2023,97,55,0
03:12:01 AM Jun 08 2023,97,55,0
03:12:05 AM Jun 08 2023,97,56,0
03:12:09 AM Jun 08 2023,97,55,0
03:12:13 AM Jun 08 2023,97,55,0
03:12:17 AM Jun 08 2023,97,56,0
03:12:21 AM Jun 08 2023,97,56,0
