Time,Oxygen Level,Pulse Rate,Motion
05:17:10 Aug 01 2023,97,61,0
05:17:14 Aug 01 2023,97,57,0
05:17:18 Aug 01 2023,97,57,0
05:17:22 Aug 01 2023,97,54,0
05:17:26 Aug 01 2023,97,54,0
05:17:30 Aug 01 2023,97,53,0
05:17:34 Aug 01 2023,97,51,0
05:17:38 Aug 01 2023,97,56,0
05:17:42 Aug 01 2023,97,58,0
05:17:46 Aug 01 2023,97,59,0
05:17:50 Aug 01 2023,97,61,0
05:17:54 Aug 01 2023,97,62,0
05:17:58 Aug 01 2023,96,55,0
05:18:02 Aug 01 2023,97,57,0
05:18:06 Aug 01 2023,97,56,0
05:18:10 Aug 01 2023,97,52,0
05:18:14 Aug 01 2023,97,56,0
05:18:18 Aug 01 2023,97,57,0
05:18:22 Aug 01 2023,97,57,0
05:18:26 Aug 01 2023,97,58,0
05:18:30 Aug 01 2023,97,57,0
05:18:34 Aug 01 2023,97,56,0
05:18:38 Aug 01 2023,97,57,0
05:18:42 Aug 01 2023,97,56,0
05:18:46 Aug 01 2023,97,57,0
05:18:50 Aug 01 2023,97,57,0
05:18:54 Aug 01 2023,97,58,0
05:18:58 Aug 01 2023,97,58,0
05:19:02 Aug 01 2023,97,62,0
05:19:06 Aug 01 2023,97,63,0
05:19:10 Aug 01 2023,97,64,0
05:19:14 Aug 01 2023,97,62,0
05:19:18 Aug 01 2023,97,61,0
05:19:22 Aug 01 2023,97,59,0
05:19:26 Aug 01 2023,97,54,0
05:19:30 Aug 01 2023,97,54,0
05:19:34 Aug 01 2023,97,53,0
05:19:38 Aug 01 2023,97,55,0
05:19:42 Aug 01 2023,97,56,0
05:19:46 Aug 01 2023,97,58,0
05:19:50 Aug 01 2023,97,58,0
05:19:54 Aug 01 2023,97,57,0
05:19:58 Aug 01 2023,97,58,0
05:20:02 Aug 01 2023,97,58,0
05:20:06 Aug 01 2023,97,55,0
05:20:10 Aug 01 2023,97,55,0
05:20:14 Aug 01 2023,97,55,0
05:20:18 Aug 01 2023,97,55,0
05:20:22 Aug 01 2023,97,55,0
05:20:26 Aug 01 2023,97,54,0
05:20:30 Aug 01 2023,97,55,0
05:20:34 Aug 01 2023,97,57,0
05:20:38 Aug 01 2023,96,55,0
05:20:42 Aug 01 2023,96,56,0
05:20:46 Aug 01 2023,96,56,0
05:20:50 Aug 01 2023,97,56,0
05:20:54 Aug 01 2023,97,57,0
05:20:58 Aug 01 2023,97,59,0
05:21:02 Aug 01 2023,97,58,0
05:21:06 Aug 01 2023,97,58,0
05:21:10 Aug 01 2023,97,56,0
05:21:14 Aug 01 2023,97,58,0
05:21:18 Aug 01 2023,97,57,0
05:21:22 Aug 01 2023,97,56,0
05:21:26 Aug 01 2023,97,57,0
05:21:30 Aug 01 2023,97,57,0
05:21:34 Aug 01 2023,97,57,0
05:21:38 Aug 01 2023,97,57,0
05:21:42 Aug 01 2023,97,59,0
05:21:46 Aug 01 2023,97,61,0
05:21:50 Aug 01 2023,97,60,0
05:21:54 Aug 01 2023,97,58,0
05:21:58 Aug 01 2023,97,59,0
05:22:02 Aug 01 2023,97,62,0
05:22:06 Aug 01 2023,97,61,0
05:22:10 Aug 01 2023,97,58,0
05:22:14 Aug 01 2023,97,59,0
05:22:18 Aug 01 2023,97,58,0
05:22:22 Aug 01 2023,97,58,0
05:22:26 Aug 01 2023,97,56,0
05:22:30 Aug 01 2023,97,54,0
05:22:34 Aug 01 2023,97,55,0
05:22:38 Aug 01 2023,97,57,0
05:22:42 Aug 01 2023,97,57,0
05:22:46 Aug 01 2023,97,58,0
05:22:50 Aug 01 2023,97,56,0
05:22:54 Aug 01 2023,97,57,0
05:22:58 Aug 01 2023,97,59,0
05:23:02 Aug 01 2023,97,61,0
05:23:06 Aug 01 2023,97,60,0
05:23:10 Aug 01 2023,96,60,0
05:23:14 Aug 01 2023,96,54,0
05:23:18 Aug 01 2023,96,55,0
05:23:22 Aug 01 2023,96,57,0
05:23:26 Aug 01 2023,97,58,0
05:23:30 Aug 01 2023,97,56,0
05:23:34 Aug 01 2023,97,56,0
05:23:38 Aug 01 2023,97,56,0
05:23:42 Aug 01 2023,97,56,0
05:23:46 Aug 01 2023,97,55,0
05:23:50 Aug 01 2023,97,56,0
05:23:54 Aug 01 2023,97,59,0
05:23:58 Aug 01 2023,97,59,0
05:24:02 Aug 01 2023,97,61,0
05:24:06 Aug 01 2023,97,61,0
05:24:10 Aug 01 2023,97,57,0
05:24:14 Aug 01 2023,97,55,0
05:24:18 Aug 01 2023,97,56,0
05:24:22 Aug 01 2023,97,56,0
05:24:26 Aug 01 2023,97,56,0
05:24:30 Aug 01 2023,97,55,0
05:24:34 Aug 01 2023,96,55,0
05:24:38 Aug 01 2023,96,54,0
05:24:42 Aug 01 2023,96,57,0
05:24:46 Aug 01 2023,97,58,0
05:24:50 Aug 01 2023,97,56,0
05:24:54 Aug 01 2023,97,58,0
05:24:58 Aug 01 2023,97,58,0
05:25:02 Aug 01 2023,97,59,0
05:25:06 Aug 01 2023,97,57,0
05:25:10 Aug 01 2023,97,59,0
05:25:14 Aug 01 2023,97,55,0
05:25:18 Aug 01 2023,97,57,0
05:25:22 Aug 01 2023,97,55,0
05:25:26 Aug 01 2023,97,59,0
05:25:30 Aug 01 2023,97,59,0
05:25:34 Aug 01 2023,96,58,0
05:25:38 Aug 01 2023,95,52,0
05:25:42 Aug 01 2023,96,53,0
05:25:46 Aug 01 2023,96,52,0
05:25:50 Aug 01 2023,97,57,0
05:25:54 Aug 01 2023,97,58,0
05:25:58 Aug 01 2023,97,56,0
05:26:02 Aug 01 2023,97,53,0
05:26:06 Aug 01 2023,97,54,0
05:26:10 Aug 01 2023,97,59,0
05:26:14 Aug 01 2023,97,57,0
05:26:18 Aug 01 2023,97,57,0
05:26:22 Aug 01 2023,97,56,0
05:26:26 Aug 01 2023,97,57,0
05:26:30 Aug 01 2023,97,54,0
05:26:34 Aug 01 2023,97,54,0
05:26:38 Aug 01 2023,97,58,0
05:26:42 Aug 01 2023,97,61,0
05:26:46 Aug 01 2023,97,58,0
05:26:50 Aug 01 2023,96,57,0
05:26:54 Aug 01 2023,97,54,0
05:26:58 Aug 01 2023,97,54,0
05:27:02 Aug 01 2023,97,53,0
05:27:06 Aug 01 2023,96,56,0
05:27:10 Aug 01 2023,96,57,0
05:27:14 Aug 01 2023,96,56,0
05:27:18 Aug 01 2023,96,53,0
05:27:22 Aug 01 2023,96,54,0
05:27:26 Aug 01 2023,97,55,0
05:27:30 Aug 01 2023,97,57,0
05:27:34 Aug 01 2023,97,60,0
05:27:38 Aug 01 2023,97,60,0
05:27:42 Aug 01 2023,97,59,0
05:27:46 Aug 01 2023,97,59,0
05:27:50 Aug 01 2023,96,59,0
05:27:54 Aug 01 2023,96,58,0
05:27:58 Aug 01 2023,96,55,0
05:28:02 Aug 01 2023,97,56,0
05:28:06 Aug 01 2023,97,54,0
05:28:10 Aug 01 2023,97,56,0
05:28:14 Aug 01 2023,97,55,0
05:28:18 Aug 01 2023,97,57,0
05:28:22 Aug 01 2023,96,55,0
05:28:26 Aug 01 2023,95,52,0
05:28:30 Aug 01 2023,94,49,0
05:28:34 Aug 01 2023,95,52,0
05:28:38 Aug 01 2023,96,53,0
05:28:42 Aug 01 2023,96,54,0
05:28:46 Aug 01 2023,97,58,0
05:28:50 Aug 01 2023,97,59,0
05:28:54 Aug 01 2023,97,64,0
05:28:58 Aug 01 2023,97,63,0
05:29:02 Aug 01 2023,97,59,0
05:29:06 Aug 01 2023,97,58,0
05:29:10 Aug 01 2023,97,58,0
05:29:14 Aug 01 2023,97,56,0
05:29:18 Aug 01 2023,97,56,0
05:29:22 Aug 01 2023,97,59,0
05:29:26 Aug 01 2023,97,60,1
05:29:30 Aug 01 2023,97,59,0
05:29:34 Aug 01 2023,97,59,0
05:29:38 Aug 01 2023,97,60,0
05:29:42 Aug 01 2023,97,59,0
05:29:46 Aug 01 2023,96,54,0
05:29:50 Aug 01 2023,96,54,0
05:29:54 Aug 01 2023,96,55,0
05:29:58 Aug 01 2023,97,59,0
05:30:02 Aug 01 2023,97,59,0
05:30:06 Aug 01 2023,97,57,0
05:30:10 Aug 01 2023,97,58,0
05:30:14 Aug 01 2023,97,57,0
05:30:18 Aug 01 2023,97,56,0
05:30:22 Aug 01 2023,96,54,0
05:30:26 Aug 01 2023,97,58,0
05:30:30 Aug 01 2023,97,59,0
05:30:34 Aug 01 2023,97,57,0
05:30:38 Aug 01 2023,96,52,0
05:30:42 Aug 01 2023,97,55,0
05:30:46 Aug 01 2023,97,55,0
05:30:50 Aug 01 2023,97,56,0
05:30:54 Aug 01 2023,97,58,0
05:30:58 Aug 01 2023,97,60,0
05:31:02 Aug 01 2023,97,59,0
05:31:06 Aug 01 2023,97,58,0
05:31:10 Aug 01 2023,97,57,0
05:31:14 Aug 01 2023,97,54,0
05:31:18 Aug 01 2023,96,52,0
05:31:22 Aug 01 2023,97,54,0
05:31:26 Aug 01 2023,97,55,0
05:31:30 Aug 01 2023,97,55,0
05:31:34 Aug 01 2023,97,56,1
05:31:38 Aug 01 2023,97,56,0
05:31:42 Aug 01 2023,97,57,0
05:31:46 Aug 01 2023,97,60,0
05:31:50 Aug 01 2023,97,58,0
05:31:54 Aug 01 2023,97,56,0
05:31:58 Aug 01 2023,97,53,0
05:32:02 Aug 01 2023,97,53,0
05:32:06 Aug 01 2023,96,52,0
05:32:10 Aug 01 2023,96,54,0
05:32:14 Aug 01 2023,96,54,0
05:32:18 Aug 01 2023,97,55,0
05:32:22 Aug 01 2023,97,57,0
05:32:26 Aug 01 2023,97,57,0
05:32:30 Aug 01 2023,96,59,0
05:32:34 Aug 01 2023,97,59,0
05:32:38 Aug 01 2023,97,56,0
05:32:42 Aug 01 2023,97,54,0
05:32:46 Aug 01 2023,96,56,0
05:32:50 Aug 01 2023,97,60,0
05:32:54 Aug 01 2023,97,61,4
05:32:58 Aug 01 2023,97,61,5
05:33:02 Aug 01 2023,97,61,1
05:33:06 Aug 01 2023,97,61,69
05:33:10 Aug 01 2023,97,61,12
05:33:14 Aug 01 2023,97,61,6
05:33:18 Aug 01 2023,97,61,1
05:33:22 Aug 01 2023,97,61,0
05:33:26 Aug 01 2023,98,76,0
05:33:30 Aug 01 2023,98,85,20
05:33:34 Aug 01 2023,98,85,5
05:33:38 Aug 01 2023,98,85,31
05:33:42 Aug 01 2023,98,85,17
05:33:46 Aug 01 2023,98,85,0
05:33:50 Aug 01 2023,98,85,0
05:33:54 Aug 01 2023,98,76,0
05:33:58 Aug 01 2023,97,67,0
05:34:02 Aug 01 2023,97,55,0
05:34:06 Aug 01 2023,97,47,0
05:34:10 Aug 01 2023,97,48,5
05:34:14 Aug 01 2023,97,48,1
05:34:18 Aug 01 2023,97,54,1
05:34:22 Aug 01 2023,97,63,0
05:34:26 Aug 01 2023,97,63,0
05:34:30 Aug 01 2023,97,57,0
05:34:34 Aug 01 2023,97,61,0
05:34:38 Aug 01 2023,97,60,1
05:34:42 Aug 01 2023,97,63,1
05:34:46 Aug 01 2023,97,63,21
05:34:50 Aug 01 2023,97,63,35
05:34:54 Aug 01 2023,97,63,19
05:34:58 Aug 01 2023,97,63,28
05:35:02 Aug 01 2023,97,63,47
05:35:06 Aug 01 2023,97,63,13
05:35:10 Aug 01 2023,97,63,38
05:35:14 Aug 01 2023,97,63,28
05:35:18 Aug 01 2023,97,63,136
05:35:22 Aug 01 2023,97,63,30
05:35:26 Aug 01 2023,97,63,30
05:35:30 Aug 01 2023,97,63,17
05:35:34 Aug 01 2023,97,63,17
05:35:38 Aug 01 2023,97,63,0
05:35:42 Aug 01 2023,97,69,0
05:35:46 Aug 01 2023,97,84,0
05:35:50 Aug 01 2023,97,79,0
05:35:54 Aug 01 2023,97,76,0
05:35:58 Aug 01 2023,96,72,0
05:36:02 Aug 01 2023,96,66,0
05:36:06 Aug 01 2023,96,62,0
05:36:10 Aug 01 2023,96,65,0
05:36:14 Aug 01 2023,96,62,0
05:36:18 Aug 01 2023,96,58,0
05:36:22 Aug 01 2023,96,58,0
05:36:26 Aug 01 2023,96,61,0
05:36:30 Aug 01 2023,96,60,0
05:36:34 Aug 01 2023,96,58,0
05:36:38 Aug 01 2023,96,55,0
05:36:42 Aug 01 2023,96,52,0
05:36:46 Aug 01 2023,96,55,0
05:36:50 Aug 01 2023,96,52,0
05:36:54 Aug 01 2023,96,52,0
05:36:58 Aug 01 2023,96,54,0
05:37:02 Aug 01 2023,96,55,0
05:37:06 Aug 01 2023,96,55,0
05:37:10 Aug 01 2023,96,51,0
05:37:14 Aug 01 2023,96,52,0
05:37:18 Aug 01 2023,96,50,0
05:37:22 Aug 01 2023,96,52,0
05:37:26 Aug 01 2023,96,54,0
05:37:30 Aug 01 2023,96,53,0
05:37:34 Aug 01 2023,96,53,0
05:37:38 Aug 01 2023,96,57,0
05:37:42 Aug 01 2023,96,55,0
05:37:46 Aug 01 2023,96,52,0
05:37:50 Aug 01 2023,96,53,0
05:37:54 Aug 01 2023,96,50,0
05:37:58 Aug 01 2023,96,54,0
05:38:02 Aug 01 2023,96,53,0
05:38:06 Aug 01 2023,96,54,0
05:38:10 Aug 01 2023,96,51,0
05:38:14 Aug 01 2023,96,52,0
05:38:18 Aug 01 2023,96,52,0
05:38:22 Aug 01 2023,96,53,0
05:38:26 Aug 01 2023,96,54,0
05:38:30 Aug 01 2023,96,54,0
05:38:34 Aug 01 2023,96,56,0
05:38:38 Aug 01 2023,96,57,0
05:38:42 Aug 01 2023,96,59,0
05:38:46 Aug 01 2023,96,58,0
05:38:50 Aug 01 2023,96,59,0
05:38:54 Aug 01 2023,96,55,0
05:38:58 Aug 01 2023,96,53,0
05:39:02 Aug 01 2023,96,49,0
05:39:06 Aug 01 2023,96,48,0
05:39:10 Aug 01 2023,96,50,0
05:39:14 Aug 01 2023,96,49,0
05:39:18 Aug 01 2023,96,51,0
05:39:22 Aug 01 2023,96,51,0
05:39:26 Aug 01 2023,96,54,0
05:39:30 Aug 01 2023,96,52,0
05:39:34 Aug 01 2023,96,53,0
05:39:38 Aug 01 2023,96,55,0
05:39:42 Aug 01 2023,96,54,0
05:39:46 Aug 01 2023,96,52,0
05:39:50 Aug 01 2023,96,51,0
05:39:54 Aug 01 2023,97,51,0
05:39:58 Aug 01 2023,97,51,0
05:40:02 Aug 01 2023,96,51,0
05:40:06 Aug 01 2023,96,52,0
05:40:10 Aug 01 2023,96,55,0
05:40:14 Aug 01 2023,96,57,0
05:40:18 Aug 01 2023,96,55,0
05:40:22 Aug 01 2023,96,56,0
05:40:26 Aug 01 2023,96,56,0
05:40:30 Aug 01 2023,97,56,0
05:40:34 Aug 01 2023,96,52,0
05:40:38 Aug 01 2023,96,51,0
05:40:42 Aug 01 2023,97,51,0
05:40:46 Aug 01 2023,97,51,5
05:40:50 Aug 01 2023,97,51,4
05:40:54 Aug 01 2023,95,54,0
05:40:58 Aug 01 2023,95,66,0
05:41:02 Aug 01 2023,96,65,0
05:41:06 Aug 01 2023,97,56,0
05:41:10 Aug 01 2023,97,50,0
05:41:14 Aug 01 2023,98,49,0
05:41:18 Aug 01 2023,97,47,0
05:41:22 Aug 01 2023,97,47,0
05:41:26 Aug 01 2023,97,48,0
05:41:30 Aug 01 2023,97,49,0
05:41:34 Aug 01 2023,97,50,0
05:41:38 Aug 01 2023,97,50,0
05:41:42 Aug 01 2023,97,49,0
05:41:46 Aug 01 2023,97,47,0
05:41:50 Aug 01 2023,97,49,0
05:41:54 Aug 01 2023,97,48,0
05:41:58 Aug 01 2023,97,46,0
05:42:02 Aug 01 2023,97,46,0
05:42:06 Aug 01 2023,97,47,0
05:42:10 Aug 01 2023,97,48,0
05:42:14 Aug 01 2023,97,47,0
05:42:18 Aug 01 2023,97,50,0
05:42:22 Aug 01 2023,97,53,0
05:42:26 Aug 01 2023,97,53,0
05:42:30 Aug 01 2023,97,53,0
05:42:34 Aug 01 2023,97,53,0
05:42:38 Aug 01 2023,97,56,0
05:42:42 Aug 01 2023,97,56,0
05:42:46 Aug 01 2023,97,57,0
05:42:50 Aug 01 2023,97,58,0
05:42:54 Aug 01 2023,96,54,0
05:42:58 Aug 01 2023,96,50,0
05:43:02 Aug 01 2023,96,62,0
05:43:06 Aug 01 2023,96,69,0
05:43:10 Aug 01 2023,97,60,1
05:43:14 Aug 01 2023,97,55,0
05:43:18 Aug 01 2023,98,51,0
05:43:22 Aug 01 2023,98,49,0
05:43:26 Aug 01 2023,98,48,0
05:43:30 Aug 01 2023,97,48,0
05:43:34 Aug 01 2023,97,56,0
05:43:38 Aug 01 2023,96,59,0
05:43:42 Aug 01 2023,96,54,0
05:43:46 Aug 01 2023,97,53,0
05:43:50 Aug 01 2023,97,58,0
05:43:54 Aug 01 2023,97,56,0
05:43:58 Aug 01 2023,98,52,0
05:44:02 Aug 01 2023,98,52,0
05:44:06 Aug 01 2023,98,52,0
05:44:10 Aug 01 2023,98,56,0
05:44:14 Aug 01 2023,98,59,7
05:44:18 Aug 01 2023,98,59,17
05:44:22 Aug 01 2023,98,59,1
05:44:26 Aug 01 2023,95,54,1
05:44:30 Aug 01 2023,96,52,0
05:44:34 Aug 01 2023,97,51,1
05:44:38 Aug 01 2023,97,49,1
05:44:42 Aug 01 2023,98,49,1
05:44:46 Aug 01 2023,98,50,1
05:44:50 Aug 01 2023,98,51,0
05:44:54 Aug 01 2023,97,51,0
05:44:58 Aug 01 2023,97,52,0
05:45:02 Aug 01 2023,97,54,0
05:45:06 Aug 01 2023,97,55,1
05:45:10 Aug 01 2023,97,53,1
05:45:14 Aug 01 2023,97,52,0
05:45:18 Aug 01 2023,97,46,1
05:45:22 Aug 01 2023,98,49,0
05:45:26 Aug 01 2023,98,51,1
05:45:30 Aug 01 2023,98,53,1
05:45:34 Aug 01 2023,97,56,0
05:45:38 Aug 01 2023,97,57,0
05:45:42 Aug 01 2023,97,59,0
05:45:46 Aug 01 2023,97,65,1
05:45:50 Aug 01 2023,97,60,0
05:45:54 Aug 01 2023,96,53,1
05:45:58 Aug 01 2023,97,52,0
05:46:02 Aug 01 2023,97,54,0
05:46:06 Aug 01 2023,97,52,0
05:46:10 Aug 01 2023,97,52,1
05:46:14 Aug 01 2023,97,51,1
05:46:18 Aug 01 2023,97,53,0
05:46:22 Aug 01 2023,97,54,1
05:46:26 Aug 01 2023,97,52,1
05:46:30 Aug 01 2023,97,54,1
05:46:34 Aug 01 2023,97,62,1
05:46:38 Aug 01 2023,97,66,73
05:46:42 Aug 01 2023,97,66,28
05:46:46 Aug 01 2023,97,66,0
05:46:50 Aug 01 2023,96,64,0
05:46:54 Aug 01 2023,97,60,0
05:46:58 Aug 01 2023,97,56,1
05:47:02 Aug 01 2023,97,57,0
05:47:06 Aug 01 2023,97,57,0
05:47:10 Aug 01 2023,97,55,0
05:47:14 Aug 01 2023,97,52,0
05:47:18 Aug 01 2023,97,50,0
05:47:22 Aug 01 2023,97,50,0
05:47:26 Aug 01 2023,97,51,0
05:47:30 Aug 01 2023,97,52,0
05:47:34 Aug 01 2023,97,51,0
05:47:38 Aug 01 2023,97,49,0
05:47:42 Aug 01 2023,97,55,1
05:47:46 Aug 01 2023,97,59,0
05:47:50 Aug 01 2023,97,53,0
05:47:54 Aug 01 2023,97,50,0
05:47:58 Aug 01 2023,97,47,0
05:48:02 Aug 01 2023,98,51,0
05:48:06 Aug 01 2023,98,52,0
05:48:10 Aug 01 2023,98,50,0
05:48:14 Aug 01 2023,97,50,0
05:48:18 Aug 01 2023,97,50,0
05:48:22 Aug 01 2023,97,52,0
05:48:26 Aug 01 2023,97,53,0
05:48:30 Aug 01 2023,97,54,0
05:48:34 Aug 01 2023,97,56,0
05:48:38 Aug 01 2023,97,53,0
05:48:42 Aug 01 2023,97,54,0
05:48:46 Aug 01 2023,97,55,0
05:48:50 Aug 01 2023,97,57,0
05:48:54 Aug 01 2023,97,58,0
05:48:58 Aug 01 2023,97,57,0
05:49:02 Aug 01 2023,97,56,0
05:49:06 Aug 01 2023,97,55,0
05:49:10 Aug 01 2023,97,55,0
05:49:14 Aug 01 2023,97,58,1
05:49:18 Aug 01 2023,97,58,0
05:49:22 Aug 01 2023,97,59,0
05:49:26 Aug 01 2023,97,58,0
05:49:30 Aug 01 2023,97,60,0
05:49:34 Aug 01 2023,97,59,0
05:49:38 Aug 01 2023,97,56,0
05:49:42 Aug 01 2023,97,56,0
05:49:46 Aug 01 2023,97,55,0
05:49:50 Aug 01 2023,97,53,0
05:49:54 Aug 01 2023,97,51,0
05:49:58 Aug 01 2023,97,53,0
05:50:02 Aug 01 2023,97,53,0
05:50:06 Aug 01 2023,97,54,0
05:50:10 Aug 01 2023,97,56,0
05:50:14 Aug 01 2023,97,57,0
05:50:18 Aug 01 2023,97,58,0
05:50:22 Aug 01 2023,97,58,0
05:50:26 Aug 01 2023,97,58,0
05:50:30 Aug 01 2023,97,57,1
05:50:34 Aug 01 2023,97,56,0
05:50:38 Aug 01 2023,97,57,0
05:50:42 Aug 01 2023,97,53,0
05:50:46 Aug 01 2023,96,52,0
05:50:50 Aug 01 2023,96,49,0
05:50:54 Aug 01 2023,97,54,0
05:50:58 Aug 01 2023,97,54,0
05:51:02 Aug 01 2023,97,54,0
05:51:06 Aug 01 2023,97,54,0
05:51:10 Aug 01 2023,97,56,0
05:51:14 Aug 01 2023,97,56,0
05:51:18 Aug 01 2023,97,56,0
05:51:22 Aug 01 2023,97,58,0
05:51:26 Aug 01 2023,97,57,0
05:51:30 Aug 01 2023,97,58,0
05:51:34 Aug 01 2023,97,57,0
05:51:38 Aug 01 2023,97,58,0
05:51:42 Aug 01 2023,97,58,0
05:51:46 Aug 01 2023,97,56,0
05:51:50 Aug 01 2023,97,55,0
05:51:54 Aug 01 2023,97,56,0
05:51:58 Aug 01 2023,97,57,0
05:52:02 Aug 01 2023,97,57,0
05:52:06 Aug 01 2023,97,56,0
05:52:10 Aug 01 2023,97,57,0
05:52:14 Aug 01 2023,97,58,0
05:52:18 Aug 01 2023,97,60,0
05:52:22 Aug 01 2023,97,60,0
05:52:26 Aug 01 2023,97,59,0
05:52:30 Aug 01 2023,97,63,0
05:52:34 Aug 01 2023,97,59,0
05:52:38 Aug 01 2023,96,54,0
05:52:42 Aug 01 2023,96,53,0
05:52:46 Aug 01 2023,97,55,0
05:52:50 Aug 01 2023,97,52,0
05:52:54 Aug 01 2023,97,52,0
05:52:58 Aug 01 2023,97,55,0
05:53:02 Aug 01 2023,97,54,0
05:53:06 Aug 01 2023,97,51,0
05:53:10 Aug 01 2023,97,54,0
05:53:14 Aug 01 2023,97,59,0
05:53:18 Aug 01 2023,97,61,0
05:53:22 Aug 01 2023,97,62,0
05:53:26 Aug 01 2023,97,63,0
05:53:30 Aug 01 2023,97,60,0
05:53:34 Aug 01 2023,97,55,0
05:53:38 Aug 01 2023,97,52,1
05:53:42 Aug 01 2023,97,55,0
05:53:46 Aug 01 2023,97,52,0
05:53:50 Aug 01 2023,97,51,0
05:53:54 Aug 01 2023,97,53,0
05:53:58 Aug 01 2023,97,56,0
05:54:02 Aug 01 2023,97,56,0
05:54:06 Aug 01 2023,97,57,0
05:54:10 Aug 01 2023,97,59,0
05:54:14 Aug 01 2023,97,59,0
05:54:18 Aug 01 2023,97,58,0
05:54:22 Aug 01 2023,97,56,0
05:54:26 Aug 01 2023,97,57,0
05:54:30 Aug 01 2023,97,56,0
05:54:34 Aug 01 2023,97,58,0
05:54:38 Aug 01 2023,97,59,0
05:54:42 Aug 01 2023,97,56,0
05:54:46 Aug 01 2023,97,57,0
05:54:50 Aug 01 2023,97,56,0
05:54:54 Aug 01 2023,97,58,0
05:54:58 Aug 01 2023,97,57,0
05:55:02 Aug 01 2023,97,59,0
05:55:06 Aug 01 2023,97,61,0
05:55:10 Aug 01 2023,97,58,0
05:55:14 Aug 01 2023,97,57,0
05:55:18 Aug 01 2023,97,59,0
05:55:22 Aug 01 2023,97,63,0
05:55:26 Aug 01 2023,97,66,0
05:55:30 Aug 01 2023,97,63,0
05:55:34 Aug 01 2023,96,57,0
05:55:38 Aug 01 2023,96,53,0
05:55:42 Aug 01 2023,96,55,0
05:55:46 Aug 01 2023,97,57,0
05:55:50 Aug 01 2023,97,57,0
05:55:54 Aug 01 2023,97,56,0
05:55:58 Aug 01 2023,97,56,0
05:56:02 Aug 01 2023,97,58,0
05:56:06 Aug 01 2023,97,56,0
05:56:10 Aug 01 2023,97,53,0
05:56:14 Aug 01 2023,97,57,0
05:56:18 Aug 01 2023,97,60,0
05:56:22 Aug 01 2023,97,60,1
05:56:26 Aug 01 2023,97,58,0
05:56:30 Aug 01 2023,97,58,0
05:56:34 Aug 01 2023,97,59,0
05:56:38 Aug 01 2023,97,59,0
05:56:42 Aug 01 2023,97,57,0
05:56:46 Aug 01 2023,97,55,0
05:56:50 Aug 01 2023,97,55,0
05:56:54 Aug 01 2023,97,56,0
05:56:58 Aug 01 2023,97,58,0
05:57:02 Aug 01 2023,97,58,0
05:57:06 Aug 01 2023,97,59,0
05:57:10 Aug 01 2023,97,60,0
05:57:14 Aug 01 2023,97,61,0
05:57:18 Aug 01 2023,97,67,0
05:57:22 Aug 01 2023,97,68,0
05:57:26 Aug 01 2023,96,64,0
05:57:30 Aug 01 2023,95,53,0
05:57:34 Aug 01 2023,96,50,0
05:57:38 Aug 01 2023,97,50,0
05:57:42 Aug 01 2023,97,50,0
05:57:46 Aug 01 2023,97,51,0
05:57:50 Aug 01 2023,97,51,0
05:57:54 Aug 01 2023,97,51,0
05:57:58 Aug 01 2023,97,53,0
05:58:02 Aug 01 2023,97,55,1
05:58:06 Aug 01 2023,97,56,0
05:58:10 Aug 01 2023,97,58,0
05:58:14 Aug 01 2023,97,59,0
05:58:18 Aug 01 2023,97,57,0
05:58:22 Aug 01 2023,97,55,0
05:58:26 Aug 01 2023,97,56,0
05:58:30 Aug 01 2023,97,55,0
05:58:34 Aug 01 2023,97,54,0
05:58:38 Aug 01 2023,97,53,0
05:58:42 Aug 01 2023,97,53,0
05:58:46 Aug 01 2023,97,54,0
05:58:50 Aug 01 2023,97,54,0
05:58:54 Aug 01 2023,97,52,0
05:58:58 Aug 01 2023,97,56,0
05:59:02 Aug 01 2023,97,65,0
05:59:06 Aug 01 2023,96,63,0
05:59:10 Aug 01 2023,96,57,0
05:59:14 Aug 01 2023,96,52,0
05:59:18 Aug 01 2023,96,53,0
05:59:22 Aug 01 2023,97,53,0
05:59:26 Aug 01 2023,97,54,0
05:59:30 Aug 01 2023,97,57,0
05:59:34 Aug 01 2023,97,58,15
05:59:38 Aug 01 2023,97,58,9
05:59:42 Aug 01 2023,97,58,0
05:59:46 Aug 01 2023,95,55,0
05:59:50 Aug 01 2023,96,57,0
05:59:54 Aug 01 2023,97,55,1
05:59:58 Aug 01 2023,97,53,0
06:00:02 Aug 01 2023,98,51,0
06:00:06 Aug 01 2023,98,55,0
06:00:10 Aug 01 2023,97,55,0
06:00:14 Aug 01 2023,97,55,0
06:00:18 Aug 01 2023,97,56,0
06:00:22 Aug 01 2023,97,58,4
06:00:26 Aug 01 2023,97,58,2
06:00:30 Aug 01 2023,97,52,1
06:00:34 Aug 01 2023,97,50,1
06:00:38 Aug 01 2023,97,52,1
06:00:42 Aug 01 2023,98,52,0
06:00:46 Aug 01 2023,98,51,1
06:00:50 Aug 01 2023,98,50,0
06:00:54 Aug 01 2023,97,58,1
06:00:58 Aug 01 2023,97,58,1
06:01:02 Aug 01 2023,97,53,1
06:01:06 Aug 01 2023,97,47,1
06:01:10 Aug 01 2023,97,51,1
06:01:14 Aug 01 2023,97,54,0
06:01:18 Aug 01 2023,97,60,0
06:01:22 Aug 01 2023,97,61,1
06:01:26 Aug 01 2023,97,59,1
